"REFERENCE","SAMPLE.CODE","SITE.NAME","country","WTD","pH","lat","lon","ALA.MIL","AMP.WRI","ARC.ART","ARC.CAT","ARC.DIS","ARC.GIB","ARC.HEM","ARC.VUL","ARC.FLA","ARG.DEN","ASS.MUS","ASS.SEM","BUL.IND","CEN.ACU","CEN.CAS","CEN.ECO","CEN.PLA","CON.PON","COR.TRI","CRY.OVI","CRY.SAC","CYC.ARC","CYP.AMP","DIF.ACU","DIF.BAC","DIF.GLO","DIF.LEI","DIF.LUC","DIF.OBL","DIF.OVI","DIF.PRI","DIF.PUL","DIF.RUB","DIF.URC","EUG.CIL","EUG.ROT","EUG.STR","EUG.TUB","GIB.TUB","HEL.PET","HEL.ROS","HEL.SPH","HEL.SYL","HYA.ELE","HYA.MIN","HYA.PAP","HYA.SUB","LES.EPI","LES.SPI","NEB.BAR","NEB.COL","NEB.FLA","NEB.MIN","NEB.PEN","NEB.TIN","PAD.LAG","PAD.WAI","PAR.IRR","PHR.ACR","PHY.GRI","PLAGIO","PLA.SPI","PLA.CAR","PLA.MAR","PSE.FAS","PSE.FUL","PYXI","QUA.SYM","SPH.LEN","TRA.DEN","TRI.ARC","WAI.EBO"
"Booth 2001","904ada","Tahquamenon Bay","United States of America",32,4,46.475,-84.995,17.2,0,0,0,0,0,0,0,0,0,2.5,2.5,0.6,1.3,0.6,0,0,0,1.3,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,19.1,0,0,0,19.1,0,0,0,0.6,0,0,1.3,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Booth 2001","907ada","Tahquamenon Bay","United States of America",32,4.2,46.475,-84.995,25.6,0,0,3.3,9,0,0,0,0,0,3.3,4.3,0.5,0,0,0,0,0,4.7,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,3.3,0,1.9,9,0,0,0,8.5,0,0,0,4.3,0,0,2.4,7.6,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0.5,0,4.3,0
"Booth 2002","MINDENL","Minden","United States of America",32,3.5,43.61,-82.836,3.6,0,0,0,0,0,0,0,0,0,11.1,5.1,5.5,0,9.5,0,0,0,0.8,0,0,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,3.6,0,0.8,0,0,1.2,0,0,0,8.7,0,0,0,0,0,0,1.2,4.3,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,15,0
"Booth 2002","MINDENM","Minden","United States of America",32,3.6,43.61,-82.836,1.6,0,0,0,0,0,0,0,0,0,26.7,4.7,20,0,6.7,0,0,0,2,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0.4,0,0,0.4,0,0,0,6.7,0,0,0,0,0,0,1.6,3.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14.5,0
"Booth 2008","RPS04","Small Red Pine","United States of America",32,3.83,46.238,-86.617,0,0,0,0,0,0,0,0,0,0,42.6,5.1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0
"Booth 2008","RPS05","Small Red Pine","United States of America",32,3.88,46.238,-86.617,4.3,0,0,0.6,0,0,0,0,0,0,19.9,1.9,1.2,0.6,6.2,0,0,0,0.6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,6.2,0,0,0,0.6,0,0,0,28,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,24.8,0
"Booth 2008","OR12","Orono","United States of America",32,NA,44.871,-68.727,5.9,0,0,2.6,0,0,0,0,1.3,0,20.3,11.8,0,2,0,7.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,10.5,2,0,0,5.2,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0
"Booth & Zygmunt 2005","BB2","Burro Bridge","United States of America",32,3.4,37.846,-107.727,0,0,0,0,0.7,0,0,0,0,0,42.4,0,0,0,0,0,0,0,11.3,31.1,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0
"Booth & Zygmunt 2005","LM6","Little Moose","United States of America",32,4.400000095,44.976,-109.757,0,0,0,0,0,0,0,0,0,0,69.1,0,0,0,18.8,0,0,0,4.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0
"Markel et al. 2010","AK20","Brown's Lake","United States of America",32,3.8,60.471,-150.728,0,0,2,27.3,0,0,0,0.7,0,0,38,0,0,0,0,12.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0
"Amesbury et al 2013; Lamarre et al 2013","A5","Manic","Canada",32,NA,49.123,-68.292,4.7,0,0,1.3,0,0,0,0,0,0,56.7,2.7,0.7,0,0,0,0,0,11.3,3.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0.7,0.7,0,9.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Amesbury et al 2013; Charman and Warner 1997","4","Witless Bay","Canada",32,4.82,47.337,-53.017,2,0,0,0,0,0,0,0,18.8,0,8.9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,51.5,0,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finkelstein/Bunbury unpublished","M15","Attawapiskat River 1","Canada",32,3.69,52.845,-83.927,7,0,0,0,0,0,0,0,8,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,3,8,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"Lamarre et al 2013","Manic_3 ","Manic","Canada",32,4.12,49.123,-68.292,3.3,0,0,1.3,0,0,0,0,0.7,0,41.3,0.7,1.3,0,0,0,0,0,4.7,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,12.7,0,0,0,0,8,0,0.7,0,1.3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,10,0
"Roe et al 2017","MIR32","Mirabel","Canada",32,2.09,45.685,-74.045,11.2,0,0,0,0.7,0,0,0,0,0,25.7,5.3,0,0,0,0,0,0,15.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,7.2,0,0,0,0,1.3,3.3,0,0,0,1.3,0,0,1.3,0.7,0.7,4.6,0.7,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0
"Roe et al 2017","MIR37","Mirabel","Canada",32,2.51,45.685,-74.045,0,0,0,0,0,0,0,0,0,0,28,2.1,0,0,0,0,0,0,6.9,1.1,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0.5,0,0,0,0,0,2.1,0,0,0,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Charman and Warner 1992","11C29","Wally Creek","Canada",32,5.08,49.076,-80.537,6.1,0,0,2,0,0,0,0,0,0,33.7,0,0,0,0,0,0,0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,1,0,0,0,0,0,0,0,0,0,15.3,0,0,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","GR07","Grimes","United States of America",32.5,3.66,46.276,-86.65,0,0,0,9.3,0,0,0,0,0,0,11.3,4,4.7,3.3,7.3,4,0,0,1.3,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,0,34,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,4.7,0
"Booth 2008","IC03","Island Camp","United States of America",32.5,3.89,46.272,-86.647,1.3,0,0,0,0,0,0,0,0,0,17.1,2.6,0,1.3,5.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0
"Booth 2008","SG15","Spring Pond","United States of America",32.5,3.42,44.368,-74.499,44.1,0,0,0,0,0,0,0,0,0,7.4,1.5,0.5,2.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.4,22.5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,6.9,0
"Booth 2008","TL30","Trout I","United States of America",32.5,3.52,46.004,-89.594,0,0,0.4,0.8,0,0,0,0.4,2.3,0,56.3,3.1,2,0,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,3.1,0,0,0,1.2,0.8,0,0,10.5,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0
"Lamarre et al 2013","Lebel_4","Lebel-G",NA,32.5,3.82,49.101,-68.219,7.3,0,0,8,0,0,0,0,0,0,47.3,0.7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.7,0,4.7,0,0,0,0.7,13.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Booth 2008","TL63","Trout F","United States of America",32.8,3.85,46.004,-89.594,0,0,0,3.4,0,0,0,0,0.9,0,21.5,1.9,5.3,0,8.4,1.6,0,0,14.3,6.9,0,1.2,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2.2,0,5,0,0,0,0,0,1.2,0,13.7,0,0,0,0,0,0,0,0,11.8,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","GR04","Grimes","United States of America",33,3.68,46.276,-86.65,0.7,0,0,0.7,0,0,0,0,0,0,22.4,0,0.7,1.4,0.7,4.8,0,0,7.5,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0
"Booth 2008","GR10","Grimes","United States of America",33,3.7,46.276,-86.65,6.5,0,0,2.6,0,0,0,0,0,0,34,12.4,3.3,2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0
"Booth 2008","IC02","Island Camp","United States of America",33,3.79,46.272,-86.647,3.8,0,0,0,0,0,0,0,0,0,15,0,1.3,3.8,13.8,0,0,0,3.8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0
"Booth 2008","PE08","Peacham","United States of America",33,3.65,44.292,-72.873,0.7,0,0,4.8,0,0,0,0,0,0,11,11.7,0.7,5.5,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,8.3,0.7,17.2,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0
"Booth 2008","TOA06","Toivola A","United States of America",33,3.56,46.927,-92.795,0,0,0,18.1,0,0,0,0,0,0,31.9,4.2,4.2,2.8,0,4.2,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0
"Booth & Zygmunt 2005","HENB8","Henderson B","United States of America",33,3.799999952,39.354,-106.603,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7.3,0,0,0,4.7,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth & Zygmunt 2005","LM9","Little Moose","United States of America",33,4.5,44.976,-109.757,0,0,0,0,1.3,0,0,0,0,0,51.3,0,0,0,32.7,0,0,0,7.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.7,1.3,0,0,0
"Markel et al. 2010","AK6","Marathon B","United States of America",33,3.98,60.603,-151.211,3.3,0,0,0,0,0,0,0,0,0,15.1,0,3.9,0,0,0,0,0,9.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,51.3,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markel et al. 2010","AK49","Richardson ","United States of America",33,3.95,62.604,-145.448,2,0,0,2,0,0,0,0,0,0,40.7,0.7,0,0,0,0,0,0,44,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,1.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0
"Clifford (unpublished)","PL11-1","Point Lena",NA,33,4.07,58.386,-134.746,0,0,0,0,0,0,0,0,2.9,0,38.2,0,1,1,0,0,0,0,2.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40.2,0,0,0,0,0,0,0,0,5.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Payne et al 2006","JI07","Jigsaw Lake","United States of America",33,4.2,60.739,-150.49,2.6,1.9,0.3,0,0,0,0,0,11.2,0,20.2,1,1.6,0,0,1,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0.3,0,0,0,0,1.9,4.5,0.3,8,0,9.3,0,0,0,0,0,0,0,0,2.9,0,0,0,1.9,4.8,0,8.7,0,0,0,0,0,0,0,0,0.3,0
"Payne et al 2006","BB28","Bicentennial Park","United States of America",33,4.7,61.16,-149.743,0,0,0,0,0,0,0,0,63.8,0,2,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.3,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,13.7,0,0,0,0,0,0,0,0,0,0
"Payne et al 2006","BB31","Bicentennial Park","United States of America",33,4.7,61.16,-149.743,0,0,0.5,0,0,0,0,0,8.7,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,16.4,0,19.2,0,1.9,0,18.8,0,0,0,0,0,0,0,0,2.4,0,0,0,11.1,0,0,19.2,0,0,0,0,0,0,0,0,0.5,0
"Payne et al 2006","TL09","Sheep Creek","United States of America",33,5,62.003,-150.055,0,0,0,0,0,0,0,0,0,0,31,0,0,0,3.2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,7.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","C1","Saco","United States of America",33,4.26,43.553,-70.471,0,0,0,2,0,0,0,0,0,0,41.5,6.1,2,0,0,0,0,0,17,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14.3,0.7,10.9,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Amesbury et al 2013","A3","Sidney","United States of America",33,4.99,44.388,-69.788,0,0,0,0,0,0,0,0,0,0,24,2.7,4.4,0,0,0,0,0,12.6,2.2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3.8,18,0,0,0,0,5.5,0,0.5,0,20.2,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0
"Finkelstein/Bunbury unpublished","M43","Sutton River 2","Canada",33,3.94,54.676,-84.599,0,0.9,0.9,0,0.9,0,0,0,11.2,0,15.9,0,0,8.4,0,0,0,0,0,0,0,0,0,3.7,1.9,15.9,0,2.8,0.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0.9,0,15.9,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,5.6,0,0,0.9,0,0,0,0,0.9,0
"Lamarre et al 2013","Baie_M_3","Baie-M",NA,33,3.77,49.093,-68.243,0,0,0,15.3,0.7,0,0,0,0.7,0,43.3,6,0.7,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.7,2,0,0,1.3,1.3,12.7,0,2,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,7.3,0
"Lamarre et al 2013","Lebel_G_2","Lebel-G",NA,33,3.67,49.101,-68.219,0.7,0,0,7.3,0,0,0,0,2,0,24.7,1.3,1.3,0,0,0,0,0,0,2,0,14,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1.3,0,6,0,0,0,5.3,11.3,0.7,3.3,5.3,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Lamarre et al 2013","Roma_15","Roma","Canada",33,3.9,50.298,-63.693,0,0,0.6,11.9,0,0,0,0,0,0,35.2,1.3,1.3,0,0,0,0,0,0.6,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,13.2,4.4,3.8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10.1,0
"Roe et al 2017","ALF13","Alfred","Canada",33,4.25,45.494,-74.805,9.2,0,0,0,0,0,0,0,0,0,17.9,1.7,0,4,0.6,0,0,0,2.9,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,1.2,6.4,18.5,0,0,13.9,0,0,0,2.3,0,0.6,2.3,1.2,0,0,0,0.6,0.6,0,0,0,0,0.6,0,0,0,0,0,6.4,0
"Roe et al 2017","ALF34","Alfred","Canada",33,3.06,45.494,-74.805,5.1,0,0,0,0,0,0,0,0,0,30.4,10.1,0,0.6,0.6,0,0,0,1.3,0.6,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.3,1.3,0,0,0,0,0,0.6,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,0
"Roe et al 2017","MER58","Mer Bleue","Canada",33,3.18,45.402,-75.486,1.3,0,0,0,0,0,0,0,0,0,49.3,0,0,0.7,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.3,0,0,0,0,0.7,6.7,0,0,0.7,0,0,0,0,0,8.7,0,2,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,17.3,0
"Roe et al 2017","MIR3","Mirabel","Canada",33,3.6,45.685,-74.045,1.8,0,0,0,0,0,0,0,0,0,41.1,8.6,0,0,1.8,0,0,0,12.9,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,1.2,0,0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,4.3,0,0,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0,0,8,0
"Roe et al 2017","MIR24","Mirabel","Canada",33,2.8,45.685,-74.045,7.6,0,0,0,0,0,0,0,0,0,37.2,5.8,0.6,1.2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,1.2,0,0,0,0,4.7,12.8,0,0,9.3,0,0,0,0.6,0,1.7,1.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0
"Roe et al 2017","MIR35","Mirabel","Canada",33,2.72,45.685,-74.045,0,0,0,0,0,0,0,0,0,0,39.2,2.6,0.7,0,0,0,0,0,6.5,1.3,0,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0.7,3.3,0,0,0,23.5,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0
"Roe et al 2017","MIR40","Mirabel","Canada",33,2.54,45.685,-74.045,19.5,0,0,0,0,0,0,0,0,0.6,15.7,5,0.6,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,8.2,3.1,0,0,0,0,3.8,0.6,0,0,15.7,0,0,0,7.5,0,5,1.9,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0
"Charman and Warner 1992","1225","Wally Creek","Canada",33,4.91,49.076,-80.537,29.3,0,0,0,0,0,0,0,0,0,14.1,1,0,0,1,0,0,0,6.1,0,4,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6.1,0,0,0,0,0,0,0,0,0,10.1,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Charman and Warner 1992","1435","Wally Creek","Canada",33,4.55,49.076,-80.537,25.7,0,2,0,0,0,0,0,0,0,29.7,4,1,0,0,0,0,0,9.9,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0
"Charman and Warner 1992","60M5","Wally Creek","Canada",33,4.47,49.076,-80.537,39.4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11.1,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,1,0,0,0,0,0,1,0,0,0,8.1,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0
"Booth 2008","MI02","Minden","United States of America",33.5,3.41,43.61,-82.836,0,0,0,0,0,0,0,0,0,0,64.6,3.7,0.6,0,0,0,0,0,14.9,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
"Booth 2008","MI20","Minden","United States of America",33.5,3.72,43.61,-82.836,1.6,0,0,0,0,0,0,0,0,0,78.7,0,1.6,0,1.6,0,0,0,1.6,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Booth 2008","TL51","Falliston","United States of America",33.7,3.57,45.995,-89.613,0.6,0,0,0,0,0,0,0,0,0,50.8,16.9,0.6,0,1.5,1.2,0,0,2.2,13.8,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,2.8,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,2.8,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,3.1,0
"Booth 2001","959ada","Tahquamenon Bay","United States of America",34,4.3,46.475,-84.995,24.8,0,0,3.3,0,0,0,0,0,0,2.6,0.7,0,0,4.6,0,0,0,2,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,1.3,0,0,15,0,0,0,1.3,0,0,0,0,0,0,0,26.8,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2.6,0
"Booth 2008","TOB01","Toivola B","United States of America",34,3.62,46.986,-92.888,0,0,0,0,1.6,0,0,0,0,0,39.1,9.4,0,1.6,10.9,6.3,0,0,3.1,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0
"Markel et al. 2010","AK28","Teardrop Lake","United States of America",34,3.75,60.472,-150.7,0,0,0,8.7,0,0,0,0,0,0,40.7,10,0,0,0,2.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.7,12,0,0,0,3.3,0,0,1.3,4,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0.7,0
"Markel et al. 2010","AK95","Brown's Lake","United States of America",34,6.47,60.471,-150.728,0,0,0,0,0,1,0,0,0,2,0,0,0,3.9,6.9,0,0,0,49,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,7.8,1,17.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0
"Payne et al 2006","H03","Houston","United States of America",34,4.5,61.64,-149.863,0,0,2,0,0,0,0,0,11.1,0,0,1.3,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0,0,0,9.8,0,36,0,0,0,0,0,0,0,0,0.7,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,1.3,0
"Payne et al 2006","KSF02","Clam Gulch","United States of America",34,4.1,60.239,-151.375,3.2,0,3.9,0,0,0,0,0,0,0,12.9,21.9,0,0,0.7,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,5.2,0
"Amesbury et al 2013","B1","Colin","Canada",34,3.72,45.108,-63.895,0,0,0,9.5,0,0,0,0,0.6,0,58.9,12,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4.4,8.2,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amesbury et al 2013","C3","Petite","Canada",34,4.36,45.144,-63.937,0,0,0,2.5,0,0,0,0,0,0,30,2.5,0.5,0,0,0,0,0,3,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,3.9,0,0,0,0,14.8,3.4,19.2,0.5,3,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
